name,slug,category,metros,doordash_slug,ubereats_slug
"Kitchen + Kocktails by Kevin Kelley",kitchen-kocktails-by-kevin-kelley,restaurant,dallas,,
"Moxies Dallas Uptown Restaurant",moxiesdallasuptownrestaurant,restaurant,dallas,,
"Paradiso",paradiso,restaurant,dallas,,
"Stock & Barrel",stockbarrel,restaurant,dallas,,
"Encina",encina,restaurant,dallas,,
"Coco’s",cocos,restaurant,dallas,,
"Sketches of Spain",sketchesofspain,restaurant,dallas,,
"Little Blue Bistro",littlebluebistro,restaurant,dallas,,
"Hurtado Barbecue Dallas",hurtadobarbecuedallas,bbq,dallas,,
"Cattleack Barbeque",cattleackbarbeque,restaurant,dallas,,
"Las Palmas Tex-Mex",laspalmastex-mex,restaurant,dallas,,
"Rj Mexican Cuisine",rjmexicancuisine,mexican,dallas,,
"E Bar Tex-Mex",ebartex-mex,restaurant,dallas,,
"Meso Maya Comida y Copas",mesomayacomidaycopas,restaurant,dallas,,
"El Vecino Tex Mex",elvecinotexmex,restaurant,dallas,,
"Desperados Mexican Restaurant",desperadosmexicanrestaurant,mexican,dallas,,
"Mister O1 Extraordinary Pizza Turtle Creek",mistero1extraordinarypizzaturtlecreek,pizza,dallas,,
"Bellatrino Pizzeria",bellatrinopizzeria,pizza,dallas,,
"Pie Tap Pizza + Rotisserie + Bar",pietappizzarotisseriebar,pizza,dallas,,
"Delucca Gaucho Pizza & Wine",delucca-gaucho-pizza-wine,pizza,dallas,,
"Good Side Pizza Pub",goodsidepizzapub,pizza,dallas,,
"Pizzeria Carina",pizzeriacarina,pizza,dallas,,
"Partenope Ristorante",partenoperistorante,italian,dallas,,
"The Heritage Table",theheritagetable,restaurant,dallas,,
"Craftway Kitchen Frisco",craftwaykitchenfrisco,restaurant,dallas,,
"The Common Table",thecommontable,restaurant,dallas,,
"Hutchins BBQ",hutchinsbbq,bbq,dallas,,
"Tupelo Honey Southern Kitchen & Bar",tupelohoneysouthernkitchenbar,southern,dallas,,
"The Glen Restaurant",theglenrestaurant,restaurant,dallas,,
"La Hacienda Ranch",lahaciendaranch,restaurant,dallas,,
"Nerdvana",nerdvana,restaurant,dallas,,
"Salute Italian Restaurant Frisco",saluteitalianrestaurantfrisco,italian,dallas,,
"Hudson House",hudsonhouse,restaurant,dallas,,
"Ida Claire",idaclaire,restaurant,dallas,,
"Little Daisy",littledaisy,restaurant,dallas,,
"Maple Leaf Diner",mapleleafdiner,restaurant,dallas,,
"Pie Tap Pizza Workshop + Bar - Pizza Restaurant in TX",pietappizzaworkshopbar-pizzarestaurantin,pizza,dallas,,
"How to create (and use) a restaurant email list",howtocreateandusearestaurantemaillist,restaurant,dallas,,
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,dallas,,
"The ultimate guide to restaurant branding",theultimateguidetorestaurantbranding,restaurant,dallas,,
"Home - CH Food Corp",home-chfoodcorp,restaurant,dallas,,
"RestaurantGPT",restaurantgpt,restaurant,dallas,,
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,dallas,,
"Billy Can Can",billycancan,restaurant,dallas,,
"Snappy Salads in Dallas, TX",snappysaladsindallastx,healthy,dallas,,
"Home",home,restaurant,dallas,,
"New The Finch Dallas LBW Menu 10.2.24",newthefinchdallaslbwmenu10224,restaurant,dallas,,
"The Reserve (HILTON Curio Dallas)",thereservehiltoncuriodallas,restaurant,dallas,,
"PRIVATE DINING 2817 WEST DALLAS STREET HOUSTON TX",private-dining-2817-west-dallas-street-houston-tx,restaurant,dallas,,
"THE LUNCHROOM",thelunchroom,restaurant,dallas,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,dc,,
"Wok and Roll Karaoke - Washington, DC",wokandrollkaraoke-washingtondc,chinese,dc,,
"Home - El Gitano Bellingham - Restaurant in WA",home-elgitanobellingham-restaurantinwa,restaurant,dc,,
"Accessibility Review - Restaurant in Atlanta, GA",accessibilityreview-restaurantinatlantag,restaurant,dc,,
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,dc,,
"RestaurantGPT",restaurantgpt,restaurant,dc,,
"Restaurant Marketing Blog",restaurantmarketingblog,restaurant,dc,,
"Olo - Restaurant Technology & Digital Ordering Platform",olo-restauranttechnologydigitalorderingp,restaurant,dc,,
"Sweetgreen",sweetgreen,restaurant,dc,,
"Halal Guys",halalguys,restaurant,dc,,
"Founding Farmers",foundingfarmers,restaurant,dc,,
"Busboys and Poets",busboysandpoets,restaurant,dc,,
"Pho 75",pho75,vietnamese,dc,,
"District Taco",districttaco,mexican,dc,,
"Amsterdam Falafelshop",amsterdamfalafel,mediterranean,dc,,
"Bonchon",bonchon,restaurant,dc,,
"Good Stuff Eatery",goodstuffeatery,restaurant,dc,,
"Le Diplomate",lediplomate,restaurant,dc,,
"Compass Rose",compassrose,restaurant,dc,,
"Old Ebbitt Grill",oldebbittgrill,restaurant,dc,,
"Duke\\",dukesgrocery,restaurant,dc,,
"Taqueria Habanero",taqueriahabanero,mexican,dc,,
"Rose\\",rosesluxury,restaurant,dc,,
"DGS Delicatessen",dgs,deli,dc,,
"Wiseguy Pizza",wiseguypizza,pizza,dc,,
"Henry\\",henryssoulcafe,restaurant,dc,,
"The Prime Rib",theprimerib,restaurant,dc,,
"Bar Chinois",barchinois,restaurant,dc,,
"Cru Lounge",crulounge,restaurant,dc,,
"The Diner",thediner,restaurant,dc,,
"Zaytinya",zaytinya,restaurant,dc,,
"Medium Rare",mediumrare,restaurant,dc,,
"Centrolina",centrolina,restaurant,dc,,
"Temaki Den",temakiden,restaurant,denver,,
"major tom",majortom,restaurant,denver,,
"Federales Tacos & Tequila - RiNo",federales-tacos-tequila-rino,mexican,denver,,
"Alma Fonda Fina",almafondafina,restaurant,denver,,
"Nocturne",nocturne,restaurant,denver,,
"Cart-Driver RiNo",cart-driverrino,restaurant,denver,,
"BearLeek",bearleek,restaurant,denver,,
"The Hampton Social",the-hampton-social,restaurant,denver,,
"Wildflower",wildflower,restaurant,denver,,
"Mezcaleria Alma",mezcaleriaalma,restaurant,denver,,
"Sassafras American Eatery, Highlands",sassafrasamericaneateryhighlands,restaurant,denver,,
"Corinne Denver",corinnedenver,restaurant,denver,,
"Cherry Creek Grill",cherrycreekgrill,restaurant,denver,,
"Hillstone",hillstone,restaurant,denver,,
"North Italia",northitalia,restaurant,denver,,
"Culinary Dropout",culinarydropout,restaurant,denver,,
"Narrative",narrative,restaurant,denver,,
"Barolo Grill",barologrill,restaurant,denver,,
"The Bindery",thebindery,restaurant,denver,,
"Blackbelly Market & Restaurant",blackbellymarketrestaurant,restaurant,denver,,
"Flagstaff House",flagstaffhouse,restaurant,denver,,
"River and Woods",riverandwoods,restaurant,denver,,
"Rincon Argentino",rinconargentino,restaurant,denver,,
"Oak",oak,restaurant,denver,,
"Brasserie Ten Ten",brasserietenten,restaurant,denver,,
"Cozobi Fonda Fina",cozobifondafina,restaurant,denver,,
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,denver,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,denver,,
"4 tech-focused tips to fight rising restaurant costs",4tech-focusedtipstofightrisingrestaurant,restaurant,denver,,
"Virtual restaurants need these 6 digital tools",virtualrestaurantsneedthese6digitaltools,restaurant,denver,,
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,denver,,
"How to create (and use) a restaurant email list",howtocreateandusearestaurantemaillist,restaurant,denver,,
"Playground Asian Food Hall",playgroundasianfoodhall,restaurant,denver,,
"Denver Steakhouse",denversteakhouse,steakhouse,denver,,
"The Best Online Ordering System for Restaurants in 2024",thebestonlineorderingsystemforrestaurant,restaurant,denver,,
"Los Chingones Mexican",loschingonesmexican,mexican,denver,,
"Which Restaurant Reservation System Should You Use?",whichrestaurantreservationsystemshouldyo,restaurant,denver,,
"Grey Ghost Detroit",greyghostdetroit,restaurant,detroit,,
"Experience Zuzu",experiencezuzu,restaurant,detroit,,
"Selden Standard",seldenstandard,restaurant,detroit,,
"Sexy Steak",sexysteak,steakhouse,detroit,,
"ADELINA",adelina,deli,detroit,,
"Mad Nice",madnice,restaurant,detroit,,
"The Whitney",thewhitney,restaurant,detroit,,
"Parc",parc,restaurant,detroit,,
"Mabel Gray",mabelgray,restaurant,detroit,,
"Ottava Via",ottavavia,restaurant,detroit,,
"Supergeil",supergeil,restaurant,detroit,,
"Alpino Detroit",alpinodetroit,restaurant,detroit,,
"Batch Brewing Company",batchbrewingcompany,cafe,detroit,,
"Midtown Social Kitchen and Bar",midtownsocialkitchenandbar,restaurant,detroit,,
"Vecino",vecino,restaurant,detroit,,
"Chartreuse Kitchen & Cocktails",chartreusekitchencocktails,restaurant,detroit,,
"Freya",freya,restaurant,detroit,,
"Baobab Fare",baobabfare,restaurant,detroit,,
"Blue Goat",bluegoat,restaurant,detroit,,
"Royal Eats Brunch & Dinner",royaleatsbrunchdinner,breakfast,detroit,,
"Vinsetta Garage",vinsettagarage,restaurant,detroit,,
"Alchemi",alchemi,restaurant,detroit,,
"BARREL HOUSE",barrelhouse,restaurant,detroit,,
"Syndicate Ferndale",syndicateferndale,restaurant,detroit,,
"Ferndale Project",ferndaleproject,restaurant,detroit,,
"Michigan & Trumbull",michigantrumbull,restaurant,detroit,,
"La Lanterna",lalanterna,restaurant,detroit,,
"Pizza Joint",pizzajoint,pizza,detroit,,
"Home - Social Brews",home-socialbrews,cafe,detroit,,
"Restaurant analytics: How to collect (and use) guest data",restaurantanalyticshowtocollectandusegue,restaurant,detroit,,
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,detroit,,
"Home - Fire Pizza Detroit",home-firepizzadetroit,pizza,detroit,,
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,detroit,,
"Restaurant Marketing Blog",restaurantmarketingblog,restaurant,detroit,,
"Olo - Restaurant Technology & Digital Ordering Platform",olo-restauranttechnologydigitalorderingp,restaurant,detroit,,
"Norms",norms,restaurant,detroit,,
"Aquarium Restaurant",aquariumrestaurant,restaurant,houston,,
"State of Grace",stateofgrace,restaurant,houston,,
"Hull & Oak",hulloak,restaurant,houston,,
"Taste of Texas",tasteoftexas,restaurant,houston,,
"The Pit Room",thepitroom,restaurant,houston,,
"Roost",roost,restaurant,houston,,
"Little’s Oyster Bar",littlesoysterbar,seafood,houston,,
"La Lucha",lalucha,restaurant,houston,,
"Field & Tides",fieldtides,restaurant,houston,,
"Moon Rabbit",moonrabbit,restaurant,houston,,
"Jūn",jn,restaurant,houston,,
"Blue Tuba",bluetuba,restaurant,houston,,
"Better Luck Tomorrow",betterlucktomorrow,restaurant,houston,,
"Truck Yard",truckyard,restaurant,houston,,
"Rodeo Goat",rodeogoat,restaurant,houston,,
"Tiny Champions",tinychampions,restaurant,houston,,
"Huynh Restaurant",huynhrestaurant,restaurant,houston,,
"Annam Vietnamese Restaurant",annamvietnameserestaurant,vietnamese,houston,,
"Le Colonial Houston",lecolonialhouston,restaurant,houston,,
"Lúa Viet Kitchen",lavietkitchen,restaurant,houston,,
"Old Saigon Cafe",oldsaigoncafe,cafe,houston,,
"Yummy Quan - Hu Tieu Nam Vang",yummyquan-hutieunamvang,restaurant,houston,,
"Pearl & Vine",pearlvine,restaurant,houston,,
"Local Table",localtable,restaurant,houston,,
"Texas Tradition",texastradition,restaurant,houston,,
"Whiskey Cake Kitchen & Bar",whiskeycakekitchenbar,bakery,houston,,
"Katy Asian Town",katyasiantown,restaurant,houston,,
"Rainbow Lodge",rainbowlodge,restaurant,houston,,
"Maison Pucha Bistro",maisonpuchabistro,restaurant,houston,,
"Onion Creek",onioncreek,restaurant,houston,,
"Osso & Kristalla",ossokristalla,restaurant,houston,,
"Le Emperor",leemperor,restaurant,houston,,
"Di An Pho",dianpho,vietnamese,houston,,
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,houston,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,houston,,
"4 tech-focused tips to fight rising restaurant costs",4tech-focusedtipstofightrisingrestaurant,restaurant,houston,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,houston,,
"Reducing food waste: 11 strategies any restaurant can use",reducingfoodwaste11strategiesanyrestaura,restaurant,houston,,
"Latitude 26°",latitude26,restaurant,houston,,
"Kabo Kitchen",kabokitchen,restaurant,houston,,
"Home - Wabi House",home-wabihouse,restaurant,houston,,
"Wok & Roll - Houston, TX 77002 (Menu & Order Online)",wokroll-houstontx77002menuorderonline,chinese,houston,,
"Wok & Roll - Houston, TX 77010 (Menu & Order Online)",wokroll-houstontx77010menuorderonline,chinese,houston,,
"Home - AMAR INDIAN CUISINE",home-amarindiancuisine,indian,houston,,
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,houston,,
"853794 Grotto Houston Restaurant Week 2021 Menu.indd",853794grottohoustonrestaurantweek2021men,restaurant,houston,,
"PRIVATE DINING 2817 WEST DALLAS STREET HOUSTON TX",private-dining-2817-west-dallas-street-houston-tx,restaurant,houston,,
"Restaurants and the American Dream: Chef to Chef HTX",restaurantsandtheamericandreamcheftochef,restaurant,houston,,
"Bocca",bocca,restaurant,indianapolis,,
"The Oakmont",theoakmont,restaurant,indianapolis,,
"The Eagle Mass Ave",theeaglemassave,restaurant,indianapolis,,
"Bluebeard",bluebeard,restaurant,indianapolis,,
"Yard House",yardhouse,restaurant,indianapolis,,
"Fire by the Monon",firebythemonon,restaurant,indianapolis,,
"Flatwater",flatwater,restaurant,indianapolis,,
"Cholita Tacos",cholitatacos,mexican,indianapolis,,
"Garden Table",gardentable,restaurant,indianapolis,,
"Luciana’s - Broad Ripple",lucianas-broadripple,restaurant,indianapolis,,
"Aristocrat Pub & Oxford Room",aristocratpuboxfordroom,restaurant,indianapolis,,
"Half Liter Brewery, Bar, & BBQ",halfliterbrewerybarbbq,bbq,indianapolis,,
"Salt on Mass",saltonmass,restaurant,indianapolis,,
"Vicino",vicino,restaurant,indianapolis,,
"Rosemary & Olive Italian Restaurant",rosemaryoliveitalianrestaurant,italian,indianapolis,,
"Milktooth",milktooth,restaurant,indianapolis,,
"How to create (and use) a restaurant email list",howtocreateandusearestaurantemaillist,restaurant,indianapolis,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,indianapolis,,
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,indianapolis,,
"How to create a menu online in a few easy steps",howtocreateamenuonlineinafeweasysteps,restaurant,indianapolis,,
"Olo - Restaurant Technology & Digital Ordering Platform",olo-restauranttechnologydigitalorderingp,restaurant,indianapolis,,
"Perch",perch,restaurant,la,,
"Little Beast Restaurant",littlebeastrestaurant,restaurant,la,,
"Yamashiro Hollywood",yamashirohollywood,restaurant,la,,
"Musso & Frank Grill",mussofrankgrill,restaurant,la,,
"Providence",providence,restaurant,la,,
"The Little Door",thelittledoor,restaurant,la,,
"Girl & the Goat Los Angeles",girlthegoatlosangeles,restaurant,la,,
"Running Goose",runninggoose,restaurant,la,,
"Mother Wolf",motherwolf,restaurant,la,,
"UOVO Santa Monica",uovosantamonica,restaurant,la,,
"El Cholo - The Original",elcholo-theoriginal,restaurant,la,,
"Guisados",guisados,restaurant,la,,
"Sol Agave LA LIVE",solagavelalive,restaurant,la,,
"Gracias Madre",graciasmadre,restaurant,la,,
"Hae Jang Chon Korean BBQ Restaurant",haejangchonkoreanbbqrestaurant,bbq,la,,
"Sun Nong Dan",sunnongdan,restaurant,la,,
"Jumsim",jumsim,restaurant,la,,
"Hanu K BBQ",hanukbbq,bbq,la,,
"Jun Won Dak IG @junwon_la",junwondakigjunwonla,restaurant,la,,
"Kobawoo House",kobawoohouse,restaurant,la,,
"여기요 YeoGiYo 한식전문 | Premium Korean Restaurant",yeogiyopremiumkoreanrestaurant,korean,la,,
"Baroo",baroo,restaurant,la,,
"Bacari Silverlake",bacarisilverlake,restaurant,la,,
"Sonmari",sonmari,restaurant,la,,
"Pine and Crane Silverlake",pineandcranesilverlake,restaurant,la,,
"Izakaya Osen",izakayaosen,japanese,la,,
"Ceviche Project",cevicheproject,restaurant,la,,
"Santo Silverlake",santosilverlake,restaurant,la,,
"The Waterfront Venice",thewaterfrontvenice,restaurant,la,,
"Si! Mon",simon,restaurant,la,,
"Paloma Venice",palomavenice,restaurant,la,,
"Barrique Venice",barriquevenice,restaurant,la,,
"Great White",greatwhite,restaurant,la,,
"Beachside Restaurant & Bar",beachsiderestaurantbar,restaurant,la,,
"71Above",71above,restaurant,la,,
"Bottega Louie",bottegalouie,restaurant,la,,
"Maccheroni Republic",maccheronirepublic,restaurant,la,,
"Manuela",manuela,restaurant,la,,
"Fleming’s Prime Steakhouse & Wine Bar",flemingsprimesteakhousewinebar,steakhouse,la,,
"Eggslut",eggslut,breakfast,la,,
"Jitlada Restaurant",jitladarestaurant,restaurant,la,,
"Spelling Thai Bistro",spellingthaibistro,thai,la,,
"SAOHA KHAO SOI THAI CUISINE",saohakhaosoithaicuisine,thai,la,,
"Civilize Thai Bistro",civilizethaibistro,thai,la,,
"Farmhouse Kitchen Thai Cuisine LA",farmhousekitchenthaicuisinela,thai,la,,
"Ruen Pair",ruenpair,restaurant,la,,
"Amphai Northern Thai Food Club",amphainorthernthaifoodclub,thai,la,,
"Luv2eat Thai Bistro",luv2eatthaibistro,thai,la,,
"Lacha Somtum",lachasomtum,restaurant,la,,
"Laurel Grill",laurelgrill,restaurant,la,,
"Meet in Paris French Bistro",meetinparisfrenchbistro,restaurant,la,,
"Maple Block Meat Co.",mapleblockmeatco,restaurant,la,,
"Metro Cafe",metrocafe,cafe,la,,
"Pasta Sisters",pastasisters,italian,la,,
"Margot",margot,restaurant,la,,
"Simonette Restaurant",simonetterestaurant,restaurant,la,,
"JULIET",juliet,restaurant,la,,
"Bianca",bianca,restaurant,la,,
"Hey, Sunshine Kitchen",heysunshinekitchen,restaurant,la,,
"Tsujita LA Artisan Noodles",tsujitalaartisannoodles,chinese,la,,
"Tatsu Ramen",tatsuramen,japanese,la,,
"REDWHITE BONELESS RAMEN",redwhitebonelessramen,japanese,la,,
"Daikokuya Little Tokyo",daikokuyalittletokyo,restaurant,la,,
"Hinodeya Ramen Bar Little Tokyo",hinodeyaramenbarlittletokyo,japanese,la,,
"MENSHO TOKYO",menshotokyo,restaurant,la,,
"Hinodeya Ramen Palms",hinodeyaramenpalms,japanese,la,,
"AFURI",afuri,restaurant,la,,
"Koi Kaze Ramen Bar",koikazeramenbar,japanese,la,,
"Bacetti Trattoria",bacettitrattoria,italian,la,,
"Sticky Rice, Echo Park",stickyriceechopark,restaurant,la,,
"Masa of Echo Park Bakery & Cafe",masaofechoparkbakerycafe,cafe,la,,
"DADA ECHO PARK",dadaechopark,restaurant,la,,
"Larchmont Bungalow Cafe",larchmontbungalowcafe,cafe,la,,
"OTOTO",ototo,restaurant,la,,
"Honey Hi",honeyhi,restaurant,la,,
"Quarter Sheets",quartersheets,restaurant,la,,
"Water Grill",watergrill,restaurant,la,,
"L.A. CRAZY CRAB",lacrazycrab,seafood,la,,
"San Pedro Fish Market and Restaurant",sanpedrofishmarketandrestaurant,seafood,la,,
"Catch",catch,restaurant,la,,
"Salt & Pearl",saltpearl,restaurant,la,,
"Malibu Seafood",malibuseafood,seafood,la,,
"GRANVILLE",granville,restaurant,la,,
"Mi Piace",mipiace,restaurant,la,,
"Fogo de Chão Brazilian Steakhouse",fogodechobraziliansteakhouse,steakhouse,la,,
"Agnes Restaurant & Cheesery",agnesrestaurantcheesery,restaurant,la,,
"Cafe Santorini",cafesantorini,cafe,la,,
"The Arbour",thearbour,restaurant,la,,
"Phở 87",ph87,restaurant,la,,
"NAM Kitchen",namkitchen,restaurant,la,,
"Twenty Pho Hour LA",twentyphohourla,vietnamese,la,,
"Bé Ù - Vietnamese Street Food & Comfort Food",b-vietnamesestreetfoodcomfortfood,vietnamese,la,,
"Goi Vietnamese Eats",goivietnameseeats,vietnamese,la,,
"Pho Byob By ktownpho",phobyobbyktownpho,vietnamese,la,,
"Pho Saigon Pearl",phosaigonpearl,vietnamese,la,,
"Saigon Dish Vietnamese Restaurant",saigondishvietnameserestaurant,vietnamese,la,,
"KTOWN PHO",ktownpho,vietnamese,la,,
"FABIOS PASTA",fabiospasta,italian,la,,
"Fig Tree",figtree,restaurant,la,,
"26 Beach",26beach,restaurant,la,,
"Cara Cara",caracara,restaurant,la,,
"Palms Thai Restaurant",palmsthairestaurant,thai,la,,
"Lady Byrd Cafe",ladybyrdcafe,cafe,la,,
"Laveta",laveta,restaurant,la,,
"Fishing With Dynamite",fishingwithdynamite,seafood,la,,
"Craft by Smoke and Fire",craftbysmokeandfire,bbq,la,,
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,la,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,la,,
"4 tech-focused tips to fight rising restaurant costs",4tech-focusedtipstofightrisingrestaurant,restaurant,la,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,la,,
"Which delivery service is best for restaurants?",whichdeliveryserviceisbestforrestaurants,deli,la,,
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,la,,
"Restaurant analytics: How to collect (and use) guest data",restaurantanalyticshowtocollectandusegue,restaurant,la,,
"Home - TasteBuds",home-tastebuds,restaurant,la,,
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,la,,
"RestaurantGPT",restaurantgpt,restaurant,la,,
"Cesare Ristorante",cesareristorante,italian,la,,
"LUMIÈRE",lumire,restaurant,la,,
"Before & After: The Best New Restaurant Websites of 2021",beforeafterthebestnewrestaurantwebsiteso,restaurant,la,,
"Take Online Orders Through Facebook & Instagram",takeonlineordersthroughfacebookinstagram,restaurant,la,,
"The Best Online Ordering System for Restaurants in 2024",thebestonlineorderingsystemforrestaurant,restaurant,la,,
"Which Restaurant Reservation System Should You Use?",whichrestaurantreservationsystemshouldyo,restaurant,la,,
"Assistance and Resource Guide for Restaurants",assistanceandresourceguideforrestaurants,restaurant,la,,
"Komodo Miami",komodomiami,restaurant,miami,,
"Moxies Miami Restaurant",moxiesmiamirestaurant,restaurant,miami,,
"Casa Tua Cucina Brickell",casatuacucinabrickell,restaurant,miami,,
"Nikki Beach Miami Beach",nikkibeachmiamibeach,restaurant,miami,,
"La Mulata | Cuban Restaurant Miami Beach",lamulatacubanrestaurantmiamibeach,latin,miami,,
"Esquina Cubana | Cuban Restaurant Miami Beach",esquinacubanacubanrestaurantmiamibeach,latin,miami,,
"Havana Vieja | Latin Restaurant Miami Beach",havanaviejalatinrestaurantmiamibeach,latin,miami,,
"Alma Cubana | Cuban Restaurant Miami Beach",almacubanacubanrestaurantmiamibeach,latin,miami,,
"Casa Cubana | Restaurant & Live Music",casacubanarestaurantlivemusic,latin,miami,,
"Mayami Wynwood",mayamiwynwood,restaurant,miami,,
"Sha Wynwood",shawynwood,restaurant,miami,,
"BAKAN",bakan,restaurant,miami,,
"Le Chick Miami",lechickmiami,restaurant,miami,,
"Ossobuco Miami - Steak house",ossobucomiami-steakhouse,steakhouse,miami,,
"Manta Wynwood",mantawynwood,restaurant,miami,,
"MIAM CAFE-WYNWOOD",miamcafe-wynwood,cafe,miami,,
"Españolita Miami Beach 🌹💃SEAFOOD&STEAKHOUSE",espaolitamiamibeachseafoodsteakhouse,seafood,miami,,
"Nettuno Italian Seafood & Oysters",nettunoitalianseafoodoysters,seafood,miami,,
"CORALLO 🇮🇹 Amalfi coast",coralloamalficoast,restaurant,miami,,
"Rusty Pelican Miami",rustypelicanmiami,restaurant,miami,,
"CVI.CHE 105 South Beach",cviche105southbeach,restaurant,miami,,
"Osteria Positano",osteriapositano,restaurant,miami,,
"Felice Brickell",felicebrickell,restaurant,miami,,
"Ciao Havana",ciaohavana,restaurant,miami,,
"Sanguich",sanguich,restaurant,miami,,
"El Toro Loco Steakhouse Little Havana",eltorolocosteakhouselittlehavana,steakhouse,miami,,
"Cafe La Trova",cafelatrova,cafe,miami,,
"BALL & CHAIN",ballchain,restaurant,miami,,
"Cebada Rooftop",cebadarooftop,restaurant,miami,,
"Sofia Italian Restaurant Miami",sofiaitalianrestaurantmiami,italian,miami,,
"Giselle Miami",gisellemiami,restaurant,miami,,
"{petite} maman",petitemaman,restaurant,miami,,
"Elastika",elastika,restaurant,miami,,
"Mother Wolf",motherwolf,restaurant,miami,,
"ZOI Restaurant & Lounge",zoirestaurantlounge,restaurant,miami,,
"Sola Miami Beach",solamiamibeach,restaurant,miami,,
"El Patio Restaurant – Bar Habana – La Terraza Rooftop",elpatiorestaurantbarhabanalaterrazarooft,restaurant,miami,,
"Azteca South Beach",aztecasouthbeach,restaurant,miami,,
"Meet Dalia",meetdalia,restaurant,miami,,
"Baia Beach Club Miami",baiabeachclubmiami,restaurant,miami,,
"CVI.CHE 105",cviche105,restaurant,miami,,
"Pollos & Jarras",pollosjarras,restaurant,miami,,
"MAYU by Aromas Del Peru",mayubyaromasdelperu,restaurant,miami,,
"305 Peruvian Modern Cuisine",305peruvianmoderncuisine,latin,miami,,
"Aromas del Peru",aromasdelperu,restaurant,miami,,
"Taipa Peruvian Restaurant- (Coral Gables-57 Ave)",taipaperuvianrestaurant-coralgables-57av,latin,miami,,
"Cubata",cubata,restaurant,miami,,
"Havana Beach Restaurant",havanabeachrestaurant,restaurant,miami,,
"Elia on the River",eliaontheriver,restaurant,miami,,
"Jass Kitchen Turkish Cuisine",jasskitchenturkishcuisine,restaurant,miami,,
"Nami Nori Design District",naminoridesigndistrict,restaurant,miami,,
"Dolores But You Can Call Me Lolita",doloresbutyoucancallmelolita,restaurant,miami,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,miami,,
"The ultimate guide to restaurant branding",theultimateguidetorestaurantbranding,restaurant,miami,,
"Virtual restaurants need these 6 digital tools",virtualrestaurantsneedthese6digitaltools,restaurant,miami,,
"Do you need a restaurant waitlist app?",doyouneedarestaurantwaitlistapp,restaurant,miami,,
"Major Food Catering - Miami, FL 33131 (Menu & Order Online)",majorfoodcatering-miamifl33131menuordero,restaurant,miami,,
"Pura Vida Miami Catering",puravidamiamicatering,restaurant,miami,,
"Kitchen 57",kitchen57,restaurant,miami,,
"Tacos ""El Porky""",tacoselporky,mexican,miami,,
"How Chefs Can Build A Personal Brand: Chef to Chef MIA",howchefscanbuildapersonalbrandcheftochef,restaurant,miami,,
"Odd Duck",oddduck,restaurant,milwaukee,,
"Stella Van Buren",stellavanburen,restaurant,milwaukee,,
"Sanford",sanford,restaurant,milwaukee,,
"Birch",birch,restaurant,milwaukee,,
"Carnevor | Milwaukee’s Premier Steakhouse",carnevormilwaukeespremiersteakhouse,steakhouse,milwaukee,,
"The Bridgewater Modern Grill",thebridgewatermoderngrill,restaurant,milwaukee,,
"Morel",morel,restaurant,milwaukee,,
"Lupi & Iris",lupiiris,restaurant,milwaukee,,
"SafeHouse",safehouse,restaurant,milwaukee,,
"Goodkind",goodkind,restaurant,milwaukee,,
"Axolotl Café",axolotlcaf,cafe,milwaukee,,
"Sorella",sorella,restaurant,milwaukee,,
"Room Service Bayview",roomservicebayview,restaurant,milwaukee,,
"The Vanguard",thevanguard,restaurant,milwaukee,,
"Heirloom MKE",heirloommke,restaurant,milwaukee,,
